date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:11:46	53181/53181	UR-MCZ	200	added ('OK')	application/javascript	etag:%226361f8e1-cfbd%22	https://htmldemo.net/bucker/bucker/assets/js/slick.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/slick.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:46	80452/80452	UR-MCZ	200	added ('OK')	application/javascript	etag:%226361f95b-13a44%22	https://htmldemo.net/bucker/bucker/assets/js/vendor/bootstrap.bundle.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/vendor/bootstrap.bundle.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:47	8161/8161	UR-MCZ	200	added ('OK')	application/javascript	etag:%2268d3dc87-1fe1%22	https://htmldemo.net/bucker/bucker/assets/js/wow.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/wow.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:48	3071/3071	UR-MCZ	200	added ('OK')	application/javascript	etag:%2268d3dc87-bff%22	https://htmldemo.net/bucker/bucker/assets/js/jquery.nice-select.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/jquery.nice-select.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:48	47802/47802	UR-MCZ	200	added ('OK')	application/javascript	etag:%226361f8da-baba%22	https://htmldemo.net/bucker/bucker/assets/js/jquery.magnific-popup.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/jquery.magnific-popup.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:48	4220/4220	UR-MCZ	200	added ('OK')	application/javascript	etag:%226361f8dc-107c%22	https://htmldemo.net/bucker/bucker/assets/js/jquery.scrollup.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/jquery.scrollup.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:49	120724/120724	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%226361f8c8-1d794%22	https://htmldemo.net/bucker/bucker/assets/fonts/ionicons.eot?v=2.0.0	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/ionicons28b5.eot	(from https://htmldemo.net/bucker/bucker/assets/css/ionicons.min.css)
09:11:49	8551/8551	UR-MCZ	200	added ('OK')	application/javascript	etag:%2268d3dc87-2167%22	https://htmldemo.net/bucker/bucker/assets/js/jquery.zoom.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/jquery.zoom.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:49	15071/15071	UR-MCZ	200	added ('OK')	application/javascript	etag:%226361f8df-3adf%22	https://htmldemo.net/bucker/bucker/assets/js/main.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/main.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:49	647980/647980	UR-MCZ	200	added ('OK')	application/javascript	etag:%2268d3dc87-9e32c%22	https://htmldemo.net/bucker/bucker/assets/js/jquery-ui.min.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/jquery-ui.min.js	(from https://htmldemo.net/bucker/bucker/index.html)
09:11:51	188508/188508	---M--	200	added ('OK')	application/octet-stream	etag:%226361f8cb-2e05c%22	https://htmldemo.net/bucker/bucker/assets/fonts/ionicons.ttf?v=2.0.0	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/ionicons28b5.ttf	(from https://htmldemo.net/bucker/bucker/assets/css/ionicons.min.css)
09:11:51	85470/85470	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/bg/featured-banner1.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/featured-banner1.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:11:51	398899/398899	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/bg/hero-bg2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/hero-bg2.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:11:51	100204/100204	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/bg/featured-banner3.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/featured-banner3.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:11:52	67904/67904	---M--	200	added ('OK')	font/woff	etag:%226361f8cc-10940%22	https://htmldemo.net/bucker/bucker/assets/fonts/ionicons.woff?v=2.0.0	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/ionicons28b5.woff	(from https://htmldemo.net/bucker/bucker/assets/css/ionicons.min.css)
09:11:53	38355/38355	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/bg/banner3.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/banner3.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:11:54	59049/59049	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/bg/banner5.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/banner5.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:11:54	114462/114462	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/bg/banner-fullwidth2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/banner-fullwidth2.png	(from https://htmldemo.net/bucker/bucker/index-2.html)
09:11:54	77522/77522	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/others/breadcrumbs-bg.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/breadcrumbs-bg.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:55	365496/365496	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/bg/about-bg.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/bg/about-bg.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:55	91938/91938	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/others/team1.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/team1.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:55	70629/70629	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/others/team2.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/team2.png	(from https://htmldemo.net/bucker/bucker/about.html)
09:11:56	336067/336067	---MCZ	200	added ('OK')	image/svg+xml	etag:%2268d80635-520c3%22	https://htmldemo.net/bucker/bucker/assets/fonts/ionicons.svg?v=2.0.0	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/ionicons28b5.svg	(from https://htmldemo.net/bucker/bucker/assets/css/ionicons.min.css)
09:11:56	288579/288579	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/blog/blog-sticky.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog-sticky.png	(from https://htmldemo.net/bucker/bucker/blog-detail-fullwidth.html)
09:11:57	68531/68531	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/blog/blog6.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog6.png	(from https://htmldemo.net/bucker/bucker/blog-fullwidth.html)
09:11:57	10049/10049	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/blog/blog-small1.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/blog/blog-small1.png	(from https://htmldemo.net/bucker/bucker/blog-left-sidebar.html)
09:11:57	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268d80636-e538%22	https://htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-stroke.eot?d7yf1v	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-strokebb1d.eot	(from https://htmldemo.net/bucker/bucker/assets/css/pe-icon-7-stroke.css)
09:11:57	35132/35132	URF---	200	added ('OK%20(cached)')	image/png		https://htmldemo.net/bucker/bucker/assets/img/others/contact-form-bg-shape.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/contact-form-bg-shape.png	(from https://htmldemo.net/bucker/bucker/contact.html)
09:11:57	1730/1730	UR-MCZ	200	added ('OK')	application/javascript	etag:%226361f8d8-6c2%22	https://htmldemo.net/bucker/bucker/assets/js/ajax-mail.js	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/js/ajax-mail.js	(from https://htmldemo.net/bucker/bucker/contact.html)
09:11:58	120724/120724	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%226361f8c8-1d794%22	https://htmldemo.net/bucker/bucker/assets/fonts/ionicons.eot?v=2.0.0	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/ionicons28b5.eot	(from https://htmldemo.net/bucker/bucker/assets/css/ionicons.min.css)
09:11:58	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268d80636-e538%22	https://htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-stroke.eot?	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-stroked41d.eot	(from https://htmldemo.net/bucker/bucker/assets/css/pe-icon-7-stroke.css)
09:11:58	188508/188508	URF---	200	added ('OK%20(cached)')	application/ttf		https://htmldemo.net/bucker/bucker/assets/fonts/ionicons.ttf?v=2.0.0	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/ionicons28b5.ttf	(from https://htmldemo.net/bucker/bucker/assets/css/ionicons.min.css)
09:11:58	67904/67904	URF---	200	added ('OK%20(cached)')	application/woff		https://htmldemo.net/bucker/bucker/assets/fonts/ionicons.woff?v=2.0.0	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/ionicons28b5.woff	(from https://htmldemo.net/bucker/bucker/assets/css/ionicons.min.css)
09:11:59	58556/58556	---M--	200	added ('OK')	font/woff	etag:%226361f8d2-e4bc%22	https://htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-stroke.woff?d7yf1v	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-strokebb1d.woff	(from https://htmldemo.net/bucker/bucker/assets/css/pe-icon-7-stroke.css)
09:12:00	58680/58680	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268d80636-e538%22	https://htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-stroke.eot?	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-stroked41d.eot	(from https://htmldemo.net/bucker/bucker/assets/css/pe-icon-7-stroke.css)
09:12:00	58680/58680	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2268d80636-e538%22	https://htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-stroke.eot?d7yf1v	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-strokebb1d.eot	(from https://htmldemo.net/bucker/bucker/assets/css/pe-icon-7-stroke.css)
09:12:02	58480/58480	---M--	200	added ('OK')	application/octet-stream	etag:%226361f8d0-e470%22	https://htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-stroke.ttf?d7yf1v	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-strokebb1d.ttf	(from https://htmldemo.net/bucker/bucker/assets/css/pe-icon-7-stroke.css)
09:12:02	164233/164233	---MCZ	200	added ('OK')	image/svg+xml	etag:%226361f8cf-28189%22	https://htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-stroke.svg?d7yf1v	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/fonts/Pe-icon-7-strokebb1d.svg	(from https://htmldemo.net/bucker/bucker/assets/css/pe-icon-7-stroke.css)
09:12:02	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Oct%202025%2008:12:03%20GMT	https://htmldemo.net/bucker/bucker/assets/css/images/ui-icons_444444_256x240.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/css/images/ui-icons_444444_256x240.png	(from https://htmldemo.net/bucker/bucker/assets/css/jquery-ui.min.css)
09:12:03	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Oct%202025%2008:12:04%20GMT	https://htmldemo.net/bucker/bucker/assets/css/images/ui-icons_555555_256x240.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/css/images/ui-icons_555555_256x240.png	(from https://htmldemo.net/bucker/bucker/assets/css/jquery-ui.min.css)
09:12:04	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Oct%202025%2008:12:05%20GMT	https://htmldemo.net/bucker/bucker/assets/css/images/ui-icons_ffffff_256x240.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/css/images/ui-icons_ffffff_256x240.png	(from https://htmldemo.net/bucker/bucker/assets/css/jquery-ui.min.css)
09:12:05	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Oct%202025%2008:12:06%20GMT	https://htmldemo.net/bucker/bucker/assets/css/images/ui-icons_777620_256x240.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/css/images/ui-icons_777620_256x240.png	(from https://htmldemo.net/bucker/bucker/assets/css/jquery-ui.min.css)
09:12:06	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Oct%202025%2008:12:07%20GMT	https://htmldemo.net/bucker/bucker/assets/css/images/ui-icons_cc0000_256x240.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/css/images/ui-icons_cc0000_256x240.png	(from https://htmldemo.net/bucker/bucker/assets/css/jquery-ui.min.css)
09:12:07	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Oct%202025%2008:12:08%20GMT	https://htmldemo.net/bucker/bucker/assets/css/images/ui-icons_777777_256x240.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/css/images/ui-icons_777777_256x240.png	(from https://htmldemo.net/bucker/bucker/assets/css/jquery-ui.min.css)
09:12:08	2416/2416	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Oct%202025%2019:54:05%20GMT	https://htmldemo.net/bucker/bucker/assets/img/others/menu_shape.png	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/assets/img/others/menu_shape.png	(from https://htmldemo.net/bucker/bucker/assets/css/style.css)
09:12:10	138676/138676	---M--	200	added ('OK')	text/html	etag:%226361f8a4-21db4%22	https://htmldemo.net/bucker/bucker/index-2.html	/home/hoyindamola/websites/catchybakery/htmldemo.net/bucker/bucker/index-2.html	(from https://htmldemo.net/bucker/bucker/index.html)
